SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	trial_full	is_shared1000	is_special100	shared1000_repNum	presentation_type
4	1	3	38	23532	5440	0.7346414319472387	0	1.0	1853.9374420070087	0.0			0	1.0	1.0	0.0	1.0	0	163	0	0	0	unknown
4	1	3	39	40856	9470	0.7346877279924228	0	1.0	1131.9357090105768	0.0			0	1.0	1.0	0.0	1.0	0	164	0	0	0	unknown
4	1	3	40	51492	1330	0.7347340221749618	0	1.0	1966.3230589940208	0.0			0	1.0	1.0	0.0	1.0	0	165	0	0	0	unknown
4	1	3	41	54805	8935	0.7347803118173032	0	1.0	2457.686048001051	0.0			0	1.0	1.0	0.0	1.0	0	166	0	0	0	unknown
4	1	3	42	7660	80	0.7348266071639955	0	1.0	1530.9056569822133	0.0			0	1.0	1.0	0.0	1.0	0	167	1	0	1	new
4	1	3	43	65556	2159	0.7348728999495506	0	1.0	1710.9809030080214	0.0			0	1.0	1.0	0.0	1.0	0	168	0	0	0	unknown
4	1	3	44	54282	1866	0.7349192010005936	0	1.0	1447.314068995183	0.0			0	1.0	1.0	0.0	1.0	0	169	0	0	0	unknown
4	1	3	45	21177	5965	0.7350117862224578	0	1.0	1715.345084987348	0.0			0	1.0	1.0	0.0	1.0	0	170	0	0	0	unknown
4	1	3	46	62563	7512	0.7350580758647993	0	1.0	1614.1137719969263	0.0			0	1.0	1.0	0.0	1.0	0	171	0	0	0	unknown
4	1	3	47	6057	4025	0.735104379360564	0	1.0	1176.5587510017212	0.0			0	1.0	1.0	0.0	1.0	0	172	0	0	0	unknown
4	1	3	48	6057	4025	0.7351506690029054	1	1.0	1335.8792189974336	0.0	0.0		1	1.0	0.0	1.0	2.0	0	173	0	0	0	unknown
4	1	3	49	30374	403	0.7351969643495976	0	1.0	2636.7021920159455	0.0			0	1.0	1.0	0.0	1.0	0	174	1	0	1	new
4	1	3	50	41759	1665	0.7352431531762704	0	1.0	1706.152648985153	0.0			0	1.0	1.0	0.0	1.0	0	175	0	0	0	unknown
4	1	3	51	9162	9667	0.7352894464274868	0	1.0	1768.8692290103063	0.0			0	1.0	1.0	0.0	1.0	0	176	0	0	0	unknown
4	1	3	52	25960	340	0.7353357408428564	0	1.0	1653.2637490017803	0.0			0	1.0	1.0	0.0	1.0	0	177	1	0	1	new
4	1	3	53	65576	6692	0.7353820336284115	0	1.0	2003.07885199436	0.0			0	1.0	1.0	0.0	1.0	0	178	0	0	0	unknown
4	1	3	54	62194	3824	0.7354746269993484	0	1.0	1265.0071149982975	0.0			0	1.0	1.0	0.0	1.0	0	179	0	0	0	unknown
4	1	3	55	171	1160	0.7355209122179076	0	1.0	1304.491009999765	0.0			0	1.0	1.0	0.0	1.0	0	180	0	0	0	unknown
4	1	3	56	50029	7046	0.7355672102421522	1	1.0	1818.1600760144647	0.0	121.0		1	1.0	0.0	1.0	2.0	0	181	0	0	0	unknown
4	1	3	57	62315	7852	0.7356135020963847	0	1.0	1227.6617659954354	0.0			0	1.0	1.0	0.0	1.0	0	182	0	0	0	unknown
